Date,TATA POWER,GOLD,PETROL,CURRENCY
2016-05-13,70.3499984741211,34.06999969482422,88.66000366210938,66.7509994506836
2016-05-16,70.25,35.41999816894531,89.56999969482422,66.9000015258789
2016-05-17,70.0,35.54999923706055,89.52999877929688,66.875
2016-05-18,70.0,33.52000045776367,89.3499984741211,66.86799621582031
2016-05-19,68.4000015258789,34.13999938964844,90.11000061035156,67.16000366210938
2016-05-20,69.4000015258789,33.72999954223633,89.73999786376953,67.47699737548828
2016-05-23,70.6500015258789,33.83000183105469,89.5999984741211,67.4229965209961
2016-05-24,71.69999694824219,31.739999771118164,89.66999816894531,67.447998046875
2016-05-25,73.1500015258789,32.380001068115234,90.26000213623047,67.6510009765625
2016-05-26,73.6500015258789,32.45000076293945,89.80000305175781,67.30400085449219
2016-05-27,72.5999984741211,31.959999084472656,90.01000213623047,66.9540023803711
2016-05-31,73.75,32.40999984741211,89.0199966430664,67.13300323486328
2016-06-01,72.75,32.65999984741211,89.23999786376953,67.23100280761719
2016-06-02,72.25,32.349998474121094,88.52999877929688,67.4260025024414
2016-06-03,73.9000015258789,35.400001525878906,88.37000274658203,67.29199981689453
2016-06-06,74.19999694824219,35.43000030517578,89.33999633789062,66.99199676513672
2016-06-07,73.5,34.95000076293945,90.70999908447266,66.8010025024414
2016-06-08,75.44999694824219,35.380001068115234,90.79000091552734,66.76300048828125
2016-06-09,75.6500015258789,35.900001525878906,90.66999816894531,66.51000213623047
2016-06-10,76.19999694824219,35.790000915527344,89.9800033569336,66.74099731445312
2016-06-13,75.6500015258789,35.88999938964844,90.58999633789062,66.94499969482422
2016-06-14,75.6500015258789,35.150001525878906,90.43000030517578,67.15399932861328
2016-06-15,76.55000305175781,36.2400016784668,90.16000366210938,67.2979965209961
2016-06-16,76.30000305175781,35.61000061035156,91.22000122070312,67.072998046875
2016-06-17,73.69999694824219,35.650001525878906,90.72000122070312,67.30699920654297
2016-06-20,75.05000305175781,35.33000183105469,91.12000274658203,67.06600189208984
2016-06-21,73.30000305175781,34.83000183105469,91.52999877929688,67.12999725341797
2016-06-22,73.69999694824219,35.720001220703125,91.16999816894531,67.60600280761719
2016-06-23,73.0999984741211,35.38999938964844,91.80000305175781,67.4219970703125
2016-06-24,72.69999694824219,37.189998626708984,89.38999938964844,67.24199676513672
2016-06-27,72.19999694824219,37.689998626708984,88.86000061035156,67.87699890136719
2016-06-28,72.0,37.16999816894531,90.91000366210938,67.9209976196289
2016-06-29,72.6500015258789,37.689998626708984,92.45999908447266,67.70500183105469
2016-06-30,73.3499984741211,39.119998931884766,93.73999786376953,67.41600036621094
2016-07-01,74.3499984741211,40.34000015258789,93.83999633789062,67.5009994506836
2016-07-05,74.30000305175781,40.380001068115234,93.0199966430664,67.23699951171875
2016-07-07,73.55000305175781,40.959999084472656,92.95999908447266,67.4010009765625
2016-07-08,73.19999694824219,41.13999938964844,93.54000091552734,67.49700164794922
2016-07-11,73.94999694824219,41.060001373291016,93.88999938964844,67.13200378417969
2016-07-12,72.69999694824219,39.959999084472656,94.94999694824219,67.1449966430664
2016-07-13,72.05000305175781,40.880001068115234,94.87999725341797,66.87000274658203
2016-07-14,71.80000305175781,41.619998931884766,94.94999694824219,67.00599670410156
2016-07-15,71.6500015258789,41.33000183105469,95.12000274658203,66.83799743652344
2016-07-18,70.3499984741211,41.630001068115234,94.81999969482422,67.13300323486328
2016-07-19,70.4000015258789,41.38999938964844,94.47000122070312,67.13899993896484
2016-07-20,72.3499984741211,39.290000915527344,93.93000030517578,67.20600128173828
2016-07-21,70.75,40.52000045776367,93.8499984741211,67.16400146484375
2016-07-22,72.05000305175781,41.27000045776367,94.01000213623047,67.15399932861328
2016-07-25,72.0,40.130001068115234,92.19999694824219,67.14600372314453
2016-07-26,71.3499984741211,41.130001068115234,91.52999877929688,67.40499877929688
2016-07-27,71.05000305175781,42.31999969482422,90.91000366210938,67.28399658203125
2016-07-28,70.69999694824219,42.66999816894531,90.19999694824219,67.06300354003906
2016-07-29,72.0,44.0,88.94999694824219,67.00700378417969
2016-08-01,72.0,44.15999984741211,85.86000061035156,66.64800262451172
2016-08-02,71.69999694824219,45.86000061035156,87.04000091552734,66.7509994506836
2016-08-03,71.25,45.02000045776367,87.48999786376953,66.6760025024414
2016-08-04,70.80000305175781,44.90999984741211,87.4800033569336,66.76000213623047
2016-08-05,71.0999984741211,44.43000030517578,87.55999755859375,66.84100341796875
2016-08-08,72.75,44.650001525878906,88.58999633789062,66.83499908447266
2016-08-09,75.4000015258789,45.0,88.69999694824219,66.79399871826172
2016-08-10,74.0,45.56999969482422,86.41000366210938,66.78299713134766
2016-08-11,74.6500015258789,45.43000030517578,86.72000122070312,66.75800323486328
2016-08-12,75.19999694824219,45.16999816894531,87.8499984741211,66.73999786376953
2016-08-16,76.55000305175781,44.290000915527344,87.91999816894531,66.86489868164062
2016-08-17,77.94999694824219,44.0,88.11000061035156,66.85769653320312
2016-08-18,76.9000015258789,44.43000030517578,88.91000366210938,66.90550231933594
2016-08-19,78.05000305175781,44.16999816894531,87.80000305175781,66.81999969482422
2016-08-22,77.05000305175781,43.31999969482422,87.98999786376953,67.12750244140625
2016-08-23,74.80000305175781,43.150001525878906,87.72000122070312,67.1874008178711
2016-08-24,76.44999694824219,39.849998474121094,88.0199966430664,67.12999725341797
2016-08-25,75.6500015258789,40.15999984741211,87.45999908447266,67.16000366210938
2016-08-26,75.75,39.93000030517578,87.2699966430664,67.00559997558594
2016-08-29,75.94999694824219,40.90999984741211,87.83999633789062,67.12899780273438
2016-08-30,77.0999984741211,38.599998474121094,87.5199966430664,67.08999633789062
2016-08-31,78.5,38.2400016784668,87.13999938964844,67.12660217285156
2016-09-01,78.1500015258789,39.43000030517578,86.83999633789062,66.97470092773438
2016-09-02,79.0,40.52000045776367,87.41999816894531,66.79299926757812
2016-09-06,78.5,42.0,88.56999969482422,66.45999908447266
2016-09-07,76.69999694824219,42.09000015258789,88.23999786376953,66.25520324707031
2016-09-08,77.55000305175781,41.59000015258789,89.05000305175781,66.47160339355469
2016-09-09,77.19999694824219,39.29999923706055,86.83999633789062,66.44999694824219
2016-09-12,74.30000305175781,40.36000061035156,87.29000091552734,66.77799987792969
2016-09-14,75.3499984741211,38.599998474121094,84.5999984741211,66.99500274658203
2016-09-15,74.80000305175781,39.20000076293945,85.08000183105469,66.75810241699219
2016-09-16,75.44999694824219,38.2599983215332,84.02999877929688,66.85030364990234
2016-09-19,76.8499984741211,38.43000030517578,83.83000183105469,67.06529998779297
2016-09-20,75.75,38.150001525878906,82.54000091552734,66.9552001953125
2016-09-21,76.25,41.029998779296875,83.30000305175781,66.9749984741211
2016-09-22,75.94999694824219,40.77000045776367,83.54000091552734,66.76119995117188
2016-09-23,75.5999984741211,39.560001373291016,83.44999694824219,66.62259674072266
2016-09-26,75.8499984741211,39.2599983215332,83.05999755859375,66.69650268554688
2016-09-27,74.9000015258789,38.47999954223633,83.23999786376953,66.60649871826172
2016-09-28,76.0999984741211,39.209999084472656,86.9000015258789,66.44129943847656
2016-09-29,73.6500015258789,39.04999923706055,86.45999908447266,66.33280181884766
2016-09-30,75.4000015258789,39.290000915527344,87.27999877929688,66.81629943847656
2016-10-03,76.44999694824219,38.099998474121094,87.05000305175781,66.54650115966797
2016-10-04,77.44999694824219,34.25,86.25,66.38030242919922
2016-10-05,78.30000305175781,34.59000015258789,87.0,66.5780029296875
2016-10-06,79.05000305175781,34.04999923706055,87.04000091552734,66.56320190429688
2016-10-07,80.69999694824219,33.970001220703125,86.73999786376953,66.68710327148438
2016-10-10,80.8499984741211,34.060001373291016,88.44000244140625,66.59120178222656
2016-10-13,77.69999694824219,34.810001373291016,86.55999755859375,66.81809997558594
2016-10-14,78.4000015258789,34.22999954223633,86.54000091552734,66.78399658203125
2016-10-17,77.55000305175781,35.029998779296875,86.54000091552734,66.7052993774414
2016-10-18,78.75,36.16999816894531,86.7699966430664,66.78359985351562
2016-10-19,81.25,36.97999954223633,87.16999816894531,66.73799896240234
2016-10-20,81.94999694824219,37.0099983215332,87.20999908447266,66.63639831542969
2016-10-21,83.5999984741211,36.349998474121094,86.62000274658203,66.84130096435547
2016-10-24,83.6500015258789,35.84000015258789,86.91000366210938,66.91120147705078
2016-10-25,82.4000015258789,36.59000015258789,86.72000122070312,66.83399963378906
2016-10-26,80.8499984741211,36.18000030517578,87.08999633789062,66.78130340576172
2016-10-27,79.55000305175781,34.790000915527344,86.91999816894531,66.86399841308594
2016-10-28,78.30000305175781,35.380001068115234,84.77999877929688,66.90299987792969
2016-11-01,78.1500015258789,37.95000076293945,83.6500015258789,66.66549682617188
2016-11-02,77.05000305175781,37.18000030517578,83.44999694824219,66.67849731445312
2016-11-03,76.69999694824219,37.75,83.66000366210938,66.77749633789062
2016-11-04,74.5999984741211,37.79999923706055,83.56999969482422,66.68450164794922
2016-11-07,75.3499984741211,36.4900016784668,85.44999694824219,66.7853012084961
2016-11-08,74.4000015258789,36.060001373291016,85.30999755859375,66.73500061035156
2016-11-09,71.69999694824219,37.040000915527344,86.25,66.22949981689453
2016-11-10,74.44999694824219,34.68000030517578,87.05000305175781,66.50749969482422
2016-11-11,72.0999984741211,31.59000015258789,85.66999816894531,67.2145004272461
2016-11-15,69.25,33.90999984741211,86.81999969482422,67.77549743652344
2016-11-16,70.69999694824219,33.7599983215332,85.75,67.74800109863281
2016-11-17,70.1500015258789,32.70000076293945,85.2300033569336,67.98149871826172
2016-11-18,70.05000305175781,32.689998626708984,85.27999877929688,67.97480010986328
2016-11-21,68.5999984741211,33.06999969482422,86.48999786376953,68.16999816894531
2016-11-22,68.94999694824219,33.20000076293945,86.68000030517578,68.21549987792969
2016-11-23,69.30000305175781,31.5,86.91999816894531,68.385498046875
2016-11-25,70.05000305175781,31.920000076293945,87.12000274658203,68.74549865722656
2016-11-28,72.69999694824219,33.45000076293945,86.47000122070312,68.50849914550781
2016-11-29,72.25,33.54999923706055,85.9000015258789,68.55549621582031
2016-11-30,74.05000305175781,32.439998626708984,87.30000305175781,68.60800170898438
2016-12-01,72.8499984741211,32.27000045776367,87.23999786376953,68.58799743652344
2016-12-02,73.44999694824219,33.58000183105469,87.04000091552734,68.21649932861328
2016-12-05,73.1500015258789,33.47999954223633,87.4800033569336,68.0114974975586
2016-12-06,75.19999694824219,33.02000045776367,87.55999755859375,68.01249694824219
2016-12-07,74.30000305175781,33.619998931884766,88.06999969482422,67.72200012207031
2016-12-08,75.55000305175781,33.869998931884766,88.31999969482422,67.43150329589844
2016-12-09,77.05000305175781,32.790000915527344,89.0,67.40599822998047
2016-12-12,76.6500015258789,32.599998474121094,90.9800033569336,67.46050262451172
2016-12-13,77.5999984741211,33.869998931884766,92.58000183105469,67.41799926757812
2016-12-14,78.69999694824219,31.68000030517578,90.58000183105469,67.3864974975586
2016-12-15,78.1500015258789,30.90999984741211,90.88999938964844,67.81999969482422
2016-12-16,76.5999984741211,31.65999984741211,91.18000030517578,67.84500122070312
2016-12-19,77.1500015258789,31.780000686645508,90.41999816894531,67.83499908447266
2016-12-20,76.55000305175781,31.65999984741211,90.43000030517578,67.84020233154297
2016-12-21,76.05000305175781,31.549999237060547,90.27999877929688,67.89700317382812
2016-12-22,74.75,31.440000534057617,90.87000274658203,67.82550048828125
2016-12-23,73.94999694824219,32.459999084472656,90.70999908447266,67.83799743652344
2016-12-27,73.5999984741211,32.59000015258789,90.75,67.77200317382812
2016-12-28,73.9000015258789,32.779998779296875,90.30000305175781,67.96800231933594
2016-12-29,75.1500015258789,35.27000045776367,90.3499984741211,68.20500183105469
2016-12-30,75.9000015258789,34.06999969482422,90.26000213623047,67.93299865722656
2017-01-03,75.6500015258789,34.630001068115234,90.88999938964844,68.13390350341797
2017-01-04,75.80000305175781,34.959999084472656,89.88999938964844,68.2697982788086
2017-01-05,76.8499984741211,36.56999969482422,88.55000305175781,67.885498046875
2017-01-06,77.0999984741211,35.41999816894531,88.5,67.73300170898438
2017-01-09,76.4000015258789,35.36000061035156,87.04000091552734,68.1426010131836
2017-01-10,77.0999984741211,35.08000183105469,85.93000030517578,68.09700012207031
2017-01-11,76.8499984741211,34.369998931884766,86.80999755859375,68.31800079345703
2017-01-12,79.30000305175781,34.470001220703125,86.33999633789062,68.13999938964844
2017-01-13,79.30000305175781,34.529998779296875,86.3499984741211,68.12950134277344
2017-01-17,77.8499984741211,35.13999938964844,87.36000061035156,68.09459686279297
2017-01-18,78.6500015258789,35.2599983215332,86.27999877929688,67.89949798583984
2017-01-19,79.30000305175781,34.93000030517578,84.7300033569336,68.197998046875
2017-01-20,77.55000305175781,35.040000915527344,85.88999938964844,68.09030151367188
2017-01-23,77.55000305175781,35.880001068115234,84.97000122070312,68.07720184326172
2017-01-24,79.9000015258789,36.040000915527344,85.08999633789062,68.05139923095703
2017-01-25,80.0999984741211,34.95000076293945,85.33999633789062,68.16449737548828
2017-01-27,81.0,34.380001068115234,85.51000213623047,68.14900207519531
2017-01-30,80.55000305175781,34.970001220703125,84.86000061035156,68.11000061035156
2017-01-31,79.80000305175781,36.279998779296875,83.88999938964844,67.82099914550781
2017-02-01,80.5,35.869998931884766,82.94000244140625,67.50160217285156
2017-02-02,80.44999694824219,36.68000030517578,83.44999694824219,67.39540100097656
2017-02-03,80.6500015258789,36.7599983215332,83.54000091552734,67.2656021118164
2017-02-06,82.25,37.939998626708984,83.30999755859375,67.15730285644531
2017-02-07,81.19999694824219,37.31999969482422,82.7699966430664,67.19529724121094
2017-02-08,81.6500015258789,37.849998474121094,81.4800033569336,67.34049987792969
2017-02-09,81.5999984741211,37.20000076293945,81.83999633789062,66.96430206298828
2017-02-10,81.5999984741211,37.650001525878906,82.5199966430664,66.74530029296875
2017-02-13,83.4000015258789,37.380001068115234,83.0,66.84369659423828
2017-02-14,83.5,37.09000015258789,82.81999969482422,66.91539764404297
2017-02-15,81.69999694824219,37.029998779296875,83.16000366210938,66.7759017944336
2017-02-16,83.1500015258789,37.56999969482422,82.30000305175781,66.8655014038086
2017-02-17,84.0999984741211,37.0099983215332,81.76000213623047,67.16480255126953
2017-02-21,84.25,37.439998626708984,81.88999938964844,66.96499633789062
2017-02-22,84.1500015258789,36.0,80.93000030517578,66.96510314941406
2017-02-23,83.44999694824219,35.86000061035156,81.77999877929688,66.91429901123047
2017-02-27,82.69999694824219,33.970001220703125,81.54000091552734,66.63500213623047
2017-02-28,82.5999984741211,34.2400016784668,81.31999969482422,66.69319915771484
2017-03-01,81.94999694824219,34.41999816894531,83.0199966430664,66.7051010131836
2017-03-02,81.05000305175781,33.599998474121094,83.30000305175781,66.85800170898438
2017-03-03,81.9000015258789,34.06999969482422,82.45999908447266,66.84510040283203
2017-03-06,82.44999694824219,33.0099983215332,82.83000183105469,66.77300262451172
